sample,adc,filtered,lead_off
6533,5446,-140.638,0
6534,5461,-138.213,0
6535,5475,-136.132,0
6536,5482,-134.567,0
6537,5474,-133.826,0
6538,5448,-134.248,0
6539,5415,-136.103,0
6540,5391,-139.538,0
6541,5388,-144.533,0
6542,5395,-150.827,0
6543,5415,-157.917,0
6544,5429,-165.156,0
6545,5428,-171.920,0
6546,5420,-177.725,0
6547,5398,-182.264,0
6548,5382,-185.364,0
6549,5384,-186.932,0
6550,5391,-186.929,0
6551,5405,-185.411,0
6552,5418,-182.678,0
6553,5414,-179.379,0
6554,5408,-176.412,0
6555,5395,-174.618,0
6556,5371,-174.398,0
6557,5360,-175.567,0
6558,5368,-177.537,0
6559,5379,-179.594,0
6560,5398,-181.141,0
6561,5405,-181.894,0
6562,5396,-181.938,0
6563,5380,-181.639,0
6564,5366,-181.438,0
6565,5333,-181.607,0
6566,5340,-182.213,0
6567,5356,-183.195,0
6568,5386,-184.332,0
6569,5405,-185.179,0
6570,5407,-185.191,0
6571,5394,-183.975,0
6572,5371,-181.494,0
6573,5345,-178.084,0
6574,5337,-174.359,0
6575,5346,-171.018,0
6576,5369,-168.609,0
6577,5388,-167.335,0
6578,5377,-167.078,0
6579,5357,-167.674,0
6580,5326,-169.201,0
6581,5295,-171.978,0
6582,5288,-176.292,0
6583,5304,-182.066,0
6584,5341,-188.596,0
6585,5382,-194.519,0
6586,5393,-198.139,0
6587,5390,-198.061,0
6588,5361,-193.843,0
6589,5326,-186.256,0
6590,5299,-177.073,0
6591,5293,-168.506,0
6592,5308,-162.510,0
6593,5340,-160.185,0
6594,5370,-161.456,0
6595,5386,-165.110,0
6596,5400,-169.163,0
6597,5407,-171.327,0
6598,5411,-169.439,0
6599,5438,-161.870,0
6600,5468,-147.850,0
6601,5488,-127.671,0
6602,5507,-102.811,0
6603,5516,-75.828,0
6604,5511,-49.797,0
6605,5500,-27.447,0
6606,5478,-10.461,0
6607,5469,0.761,0
6608,5479,6.866,0
6609,5513,9.167,0
6610,5566,9.390,0
6611,5616,9.588,0
6612,5659,12.069,0
6613,5691,19.183,0
6614,5711,32.944,0
6615,5739,54.610,0
6616,5774,84.339,0
6617,5807,121.068,0
6618,5832,162.551,0
6619,5835,205.514,0
6620,5811,245.966,0
6621,5769,279.714,0
6622,5719,303.062,0
6623,5671,313.532,0
6624,5635,310.350,0
6625,5610,294.479,0
6626,5600,268.204,0
6627,5582,234.509,0
6628,5555,196.450,0
6629,5518,156.661,0
6630,5493,117.180,0
6631,5470,79.637,0
6632,5450,45.531,0
6633,5435,16.171,0
6634,5418,-7.767,0
6635,5398,-26.741,0
6636,5362,-42.475,0
6637,5317,-57.619,0
6638,5272,-75.009,0
6639,5234,-96.756,0
6640,5221,-123.487,0
6641,5230,-154.016,0
6642,5255,-185.577,0
6643,5294,-214.539,0
6644,5324,-237.339,0
6645,5332,-251.322,0
6646,5320,-255.340,0
6647,5296,-250.030,0
6648,5275,-237.635,0
6649,5271,-221.402,0
6650,5284,-204.745,0
6651,5308,-190.426,0
6652,5327,-180.037,0
6653,5326,-173.925,0
6654,5311,-171.523,0
6655,5295,-171.818,0
6656,5286,-173.661,0
6657,5297,-175.823,0
6658,5319,-176.986,0
6659,5347,-175.880,0
6660,5377,-171.584,0
6661,5392,-163.815,0
6662,5385,-153.014,0
6663,5370,-140.241,0
6664,5348,-126.916,0
6665,5332,-114.485,0
6666,5351,-104.089,0
6667,5412,-96.199,0
6668,5509,-90.076,0
6669,5632,-83.276,0
6670,5759,-71.543,0
6671,5875,-49.370,0
6672,5978,-11.207,0
6673,6084,47.039,0
6674,6232,126.893,0
6675,6433,227.272,0
6676,6735,345.757,0
6677,7156,480.891,0
6678,7665,634.807,0
6679,8196,814.854,0
6680,8653,1032.634,0
6681,8947,1299.696,0
6682,9026,1620.759,0
6683,8824,1986.795,0
6684,8328,2370.557,0
6685,7587,2726.434,0
6686,6720,2995.647,0
6687,5898,3116.824,0
6688,5237,3040.406,0
6689,4825,2743.281,0
6690,4663,2238.831,0
6691,4704,1578.438,0
6692,4870,843.103,0
6693,5063,127.170,0
6694,5235,-481.379,0
6695,5347,-918.539,0
6696,5385,-1155.250,0
6697,5363,-1199.568,0
6698,5311,-1090.561,0
6699,5260,-886.376,0
6700,5227,-649.903,0
6701,5216,-435.593,0
6702,5215,-280.300,0
6703,5207,-199.656,0
6704,5190,-189.905,0
6705,5149,-233.722,0
6706,5113,-307.777,0
6707,5101,-389.681,0
6708,5109,-462.536,0
6709,5139,-516.570,0
6710,5171,-548.471,0
6711,5196,-559.550,0
6712,5203,-553.695,0
6713,5199,-535.776,0
6714,5183,-510.675,0
6715,5166,-482.851,0
6716,5167,-456.191,0
6717,5184,-433.817,0
6718,5209,-417.680,0
6719,5233,-408.164,0
6720,5241,-404.029,0
6721,5239,-402.842,0
6722,5235,-401.781,0
6723,5227,-398.474,0
6724,5226,-391.626,0
6725,5251,-381.264,0
6726,5284,-368.435,0
6727,5308,-354.485,0
6728,5319,-340.428,0
6729,5317,-326.738,0
6730,5310,-313.470,0
6731,5297,-300.498,0
6732,5306,-287.764,0
6733,5328,-275.369,0
6734,5343,-263.489,0
6735,5360,-252.308,0
6736,5367,-242.032,0
6737,5362,-232.863,0
6738,5355,-224.881,0
6739,5349,-217.936,0
6740,5358,-211.628,0
6741,5388,-205.327,0
6742,5423,-198.237,0
6743,5463,-189.479,0
6744,5492,-178.268,0
6745,5505,-164.090,0
6746,5510,-146.849,0
6747,5488,-126.960,0
6748,5461,-105.482,0
6749,5456,-84.222,0
6750,5463,-65.502,0
6751,5500,-51.439,0
6752,5542,-43.029,0
6753,5561,-39.558,0
6754,5559,-38.791,0
6755,5550,-37.921,0
6756,5540,-34.669,0
6757,5540,-27.944,0
6758,5566,-17.912,0
6759,5605,-5.562,0
6760,5641,7.978,0
6761,5662,21.944,0
6762,5669,36.044,0
6763,5666,50.267,0
6764,5655,64.660,0
6765,5661,79.150,0
6766,5684,93.512,0
6767,5721,107.509,0
6768,5773,121.124,0
6769,5819,134.747,0
6770,5841,149.210,0
6771,5851,165.524,0
6772,5845,184.409,0
6773,5849,205.902,0
6774,5873,229.274,0
6775,5908,253.341,0
6776,5950,276.925,0
6777,5986,299.200,0
6778,6008,319.800,0
6779,6020,338.771,0
6780,6029,356.469,0
6781,6044,373.488,0
6782,6079,390.614,0
6783,6127,408.755,0
6784,6181,428.819,0
6785,6238,451.504,0
6786,6278,477.120,0
6787,6288,505.478,0
6788,6289,535.806,0
6789,6289,566.754,0
6790,6300,596.657,0
6791,6313,623.950,0
6792,6344,647.453,0
6793,6381,666.507,0
6794,6402,681.043,0
6795,6413,691.566,0
6796,6402,698.962,0
6797,6386,704.205,0
6798,6379,708.069,0
6799,6385,711.006,0
6800,6398,713.167,0
6801,6421,714.486,0
6802,6440,714.764,0
6803,6443,713.810,0
6804,6434,711.571,0
6805,6403,708.137,0
6806,6368,703.592,0
6807,6349,697.770,0
6808,6341,690.175,0
6809,6343,680.142,0
6810,6346,667.112,0
6811,6329,650.836,0
6812,6299,631.418,0
6813,6252,609.203,0
6814,6197,584.598,0
6815,6142,557.871,0
6816,6093,528.948,0
6817,6049,497.296,0
6818,6001,461.956,0
6819,5940,421.744,0
6820,5865,375.539,0
6821,5788,322.622,0
6822,5708,263.021,0
6823,5643,197.737,0
6824,5593,128.687,0
6825,5554,58.363,0
6826,5524,-10.710,0
6827,5490,-76.503,0
6828,5454,-137.766,0
6829,5412,-193.980,0
6830,5353,-245.089,0
6831,5312,-291.276,0
6832,5290,-332.832,0
6833,5278,-370.011,0
6834,5273,-402.956,0
6835,5268,-431.818,0
6836,5252,-456.939,0
6837,5238,-478.869,0
6838,5218,-498.151,0
6839,5203,-515.016,0
6840,5205,-529.215,0
6841,5221,-540.089,0
6842,5239,-546.837,0
6843,5259,-548.908,0
6844,5267,-546.360,0
6845,5253,-540.004,0
6846,5225,-531.298,0
6847,5184,-522.123,0
6848,5153,-514.481,0
6849,5145,-510.137,0
6850,5158,-510.188,0
6851,5182,-514.678,0
6852,5200,-522.494,0
6853,5201,-531.686,0
6854,5203,-540.050,0
6855,5198,-545.643,0
6856,5185,-547.060,0
6857,5184,-543.643,0
6858,5195,-535.639,0
6859,5211,-524.158,0
6860,5223,-510.881,0
6861,5221,-497.669,0
6862,5202,-486.218,0
6863,5178,-477.790,0
6864,5155,-473.047,0
6865,5145,-471.953,0
6866,5160,-473.800,0
6867,5181,-477.333,0
6868,5203,-481.002,0
6869,5221,-483.325,0
6870,5223,-483.219,0
6871,5205,-480.162,0
6872,5183,-474.249,0
6873,5159,-466.191,0
6874,5162,-457.178,0
6875,5178,-448.541,0
6876,5202,-441.312,0
6877,5224,-435.902,0
6878,5230,-432.052,0
6879,5217,-429.031,0
6880,5187,-426.011,0
6881,5163,-422.484,0
6882,5153,-418.487,0
6883,5163,-414.501,0
6884,5177,-411.128,0
6885,5193,-408.799,0
6886,5210,-407.634,0
6887,5217,-407.319,0
6888,5211,-407.042,0
6889,5188,-405.657,0
6890,5177,-402.174,0
6891,5180,-396.252,0
6892,5205,-388.329,0
6893,5239,-379.279,0
6894,5260,-369.900,0
6895,5266,-360.582,0
6896,5261,-351.312,0
6897,5238,-341.875,0
6898,5228,-332.111,0
6899,5235,-322.083,0
6900,5258,-312.033,0
6901,5289,-302.183,0
6902,5311,-292.593,0
6903,5324,-283.167,0
6904,5322,-273.730,0
6905,5296,-264.119,0
6906,5256,-254.375,0
6907,5238,-245.037,0
6908,5247,-237.166,0
6909,5266,-231.891,0
6910,5294,-229.792,0
6911,5298,-230.585,0
6912,5291,-233.283,0
6913,5279,-236.619,0
6914,5270,-239.378,0
6915,5283,-240.482,0
6916,5303,-238.955,0
6917,5329,-233.989,0
6918,5358,-225.208,0
6919,5368,-212.942,0
6920,5359,-198.284,0
6921,5343,-182.919,0
6922,5329,-168.682,0
6923,5326,-156.975,0
6924,5343,-148.287,0
6925,5364,-142.104,0
6926,5381,-137.258,0
6927,5389,-132.593,0
6928,5384,-127.544,0
6929,5366,-122.304,0
6930,5342,-117.567,0
6931,5326,-114.089,0
6932,5329,-112.301,0
6933,5337,-112.104,0
6934,5354,-112.954,0
6935,5373,-114.173,0
6936,5385,-115.198,0
6937,5381,-115.627,0
6938,5370,-115.141,0
6939,5357,-113.461,0
6940,5353,-110.378,0
6941,5361,-105.827,0
6942,5382,-99.972,0
6943,5407,-93.210,0
6944,5426,-86.049,0
6945,5428,-78.923,0
6946,5405,-72.101,0
6947,5369,-65.799,0
6948,5344,-60.418,0
6949,5349,-56.601,0
6950,5376,-54.898,0
6951,5407,-55.283,0
6952,5421,-56.981,0
6953,5413,-58.840,0
6954,5388,-59.957,0
6955,5355,-60.127,0
6956,5343,-59.818,0
6957,5349,-59.719,0
6958,5374,-60.166,0
6959,5409,-60.830,0
6960,5443,-60.829,0
6961,5454,-59.095,0
6962,5436,-54.852,0
6963,5398,-48.080,0
6964,5365,-39.746,0
6965,5349,-31.582,0
6966,5350,-25.465,0
6967,5366,-22.761,0
6968,5390,-23.942,0
6969,5393,-28.569,0
6970,5388,-35.548,0
6971,5370,-43.523,0
6972,5354,-51.175,0
6973,5351,-57.349,0
6974,5368,-61.096,0
6975,5389,-61.719,0
6976,5414,-58.916,0
6977,5432,-52.961,0
6978,5437,-44.706,0
6979,5429,-35.323,0
6980,5407,-25.928,0
6981,5378,-17.362,0
6982,5374,-10.229,0
6983,5376,-4.996,0
6984,5395,-2.001,0
6985,5418,-1.371,0
6986,5423,-2.903,0
6987,5422,-5.997,0
6988,5404,-9.728,0
6989,5385,-13.037,0
6990,5379,-15.004,0
6991,5391,-15.079,0
6992,5411,-13.161,0
6993,5435,-9.550,0
6994,5444,-4.837,0
6995,5441,0.239,0
6996,5430,4.986,0
6997,5408,8.966,0
6998,5392,12.087,0
6999,5390,14.473,0
7000,5393,16.232,0
7001,5410,17.278,0
7002,5419,17.302,0
7003,5423,15.971,0
7004,5420,13.214,0
7005,5399,9.451,0
7006,5383,5.545,0
7007,5388,2.481,0
7008,5409,1.056,0
7009,5434,1.770,0
7010,5455,4.765,0
7011,5460,9.764,0
7012,5450,16.087,0
7013,5425,22.796,0
7014,5394,28.895,0
7015,5376,33.476,0
7016,5387,35.840,0
7017,5415,35.709,0
7018,5457,33.478,0
7019,5475,30.276,0
7020,5466,27.639,0
7021,5446,26.855,0
7022,5432,28.458,0
7023,5434,32.253,0
7024,5453,37.771,0
7025,5492,44.700,0
7026,5542,53.080,0
7027,5577,63.253,0
7028,5594,75.643,0
7029,5593,90.445,0
7030,5578,107.398,0
7031,5570,125.759,0
7032,5584,144.474,0
7033,5600,162.484,0
7034,5621,178.931,0
7035,5639,193.130,0
7036,5653,204.514,0
7037,5669,212.805,0
7038,5684,218.409,0
7039,5703,222.723,0
7040,5741,228.029,0
7041,5794,236.970,0
7042,5855,251.863,0
7043,5923,274.100,0
7044,5959,303.819,0
7045,5973,339.847,0
7046,5956,379.800,0
7047,5917,420.354,0
7048,5872,457.615,0
7049,5840,487.578,0
7050,5816,506.696,0
7051,5801,512.481,0
7052,5782,503.978,0
7053,5760,481.969,0
7054,5719,448.882,0
7055,5673,408.352,0
7056,5639,364.498,0
7057,5621,321.178,0
7058,5614,281.442,0
7059,5602,247.143,0
7060,5597,218.695,0
7061,5549,195.091,0
7062,5491,174.184,0
7063,5430,153.175,0
7064,5373,129.349,0
7065,5347,100.914,0
7066,5354,67.627,0
7067,5378,31.008,0
7068,5410,-5.952,0
7069,5433,-39.557,0
7070,5436,-66.360,0
7071,5419,-83.998,0
7072,5394,-91.721,0
7073,5374,-90.515,0
7074,5370,-82.795,0
7075,5385,-71.764,0
7076,5407,-60.613,0
7077,5418,-51.831,0
7078,5412,-46.827,0
7079,5396,-45.933,0
7080,5364,-48.618,0
7081,5342,-53.821,0
7082,5335,-60.317,0
7083,5350,-67.003,0
7084,5380,-73.012,0
7085,5407,-77.685,0
7086,5416,-80.530,0
7087,5404,-81.262,0
7088,5380,-79.917,0
7089,5347,-76.920,0
7090,5330,-73.068,0
7091,5333,-69.397,0
7092,5350,-66.929,0
7093,5377,-66.359,0
7094,5405,-67.806,0
7095,5449,-70.581,0
7096,5510,-72.892,0
7097,5591,-71.588,0
7098,5700,-62.232,0
7099,5831,-39.740,0
7100,5975,0.531,0
7101,6144,61.635,0
7102,6343,144.462,0
7103,6574,248.169,0
7104,6875,371.570,0
7105,7273,515.010,0
7106,7758,682.126,0
7107,8274,880.514,0
7108,8731,1120.172,0
7109,9045,1409.307,0
7110,9110,1748.390,0
7111,8867,2124.378,0
7112,8301,2507.121,0
7113,7460,2849.666,0
7114,6548,3093.539,0
7115,5743,3179.364,0
7116,5151,3061.518,0
7117,4830,2722.725,0
7118,4741,2183.206,0
7119,4823,1500.512,0
7120,4983,759.465,0
7121,5147,54.893,0
7122,5262,-528.058,0
7123,5344,-930.781,0
7124,5391,-1130.924,0
7125,5407,-1142.993,0
7126,5407,-1010.740,0
7127,5378,-794.313,0
7128,5320,-555.934,0
7129,5259,-347.604,0
7130,5207,-203.146,0
7131,5180,-135.413,0
7132,5181,-138.375,0
7133,5197,-192.861,0
7134,5224,-274.027,0
7135,5249,-358.380,0
7136,5254,-428.610,0
7137,5241,-475.516,0
7138,5220,-497.392,0
7139,5198,-497.822,0
7140,5200,-483.031,0
7141,5229,-459.629,0
7142,5264,-433.186,0
7143,5306,-407.658,0
7144,5335,-385.429,0
7145,5335,-367.540,0
7146,5315,-353.923,0
7147,5295,-343.699,0
7148,5297,-335.458,0
7149,5320,-327.502,0
7150,5359,-318.157,0
7151,5400,-306.230,0
7152,5430,-291.432,0
7153,5430,-274.492,0
7154,5416,-256.873,0
7155,5401,-240.166,0
7156,5399,-225.398,0
7157,5415,-212.564,0
7158,5435,-200.753,0
7159,5467,-188.840,0
7160,5487,-176.303,0
7161,5477,-163.627,0
7162,5464,-152.152,0
7163,5446,-143.404,0
7164,5431,-138.201,0
7165,5435,-136.095,0
7166,5457,-135.520,0
7167,5495,-134.496,0
7168,5544,-131.384,0
7169,5571,-125.310,0
7170,5580,-116.157,0
7171,5566,-104.335,0
7172,5545,-90.500,0
7173,5536,-75.369,0
7174,5539,-59.669,0
7175,5550,-44.230,0
7176,5577,-30.141,0
7177,5600,-18.700,0
7178,5609,-10.998,0
7179,5607,-7.358,0
7180,5598,-6.980,0
7181,5589,-8.016,0
7182,5593,-8.128,0
7183,5614,-5.339,0
7184,5655,1.281,0
7185,5699,11.457,0
7186,5725,24.131,0
7187,5733,38.095,0
7188,5717,52.479,0
7189,5707,66.892,0
7190,5712,81.320,0
7191,5741,95.941,0
7192,5785,110.950,0
7193,5832,126.432,0
7194,5855,142.271,0
7195,5854,158.108,0
7196,5839,173.363,0
7197,5820,187.409,0
7198,5810,199.819,0
7199,5826,210.518,0
7200,5843,219.706,0
7201,5871,227.591,0
7202,5903,234.139,0
7203,5924,239.171,0
7204,5927,242.797,0
7205,5915,245.747,0
7206,5901,249.239,0
7207,5917,254.507,0
7208,5956,262.364,0
7209,6010,273.087,0
7210,6063,286.545,0
7211,6105,302.386,0
7212,6127,320.255,0
7213,6135,339.977,0
7214,6137,361.602,0
7215,6145,385.226,0
7216,6169,410.669,0
7217,6210,437.197,0
7218,6258,463.539,0
7219,6291,488.230,0
7220,6303,510.073,0
7221,6291,528.444,0
7222,6268,543.324,0
7223,6248,555.077,0
7224,6250,564.126,0
7225,6273,570.716,0
7226,6313,574.920,0
7227,6347,576.844,0
7228,6360,576.864,0
7229,6356,575.697,0
7230,6334,574.283,0
7231,6309,573.525,0
7232,6301,573.963,0
7233,6299,575.498,0
7234,6311,577.290,0
7235,6326,577.899,0
7236,6324,575.704,0
7237,6293,569.443,0
7238,6242,558.526,0
7239,6183,542.983,0
7240,6132,523.194,0
7241,6091,499.561,0
7242,6052,472.200,0
7243,6015,440.718,0
7244,5960,404.212,0
7245,5889,361.566,0
7246,5794,311.922,0
7247,5689,255.066,0
7248,5605,191.557,0
7249,5542,122.652,0
7250,5493,50.149,0
7251,5459,-23.928,0
7252,5420,-97.720,0
7253,5362,-169.783,0
7254,5288,-239.161,0
7255,5200,-305.352,0
7256,5133,-368.195,0
7257,5084,-427.679,0
7258,5060,-483.727,0
7259,5044,-536.130,0
7260,5032,-584.690,0
7261,5022,-629.354,0
7262,5012,-670.078,0
7263,4997,-706.422,0
7264,4979,-737.274,0
7265,4973,-761.047,0
7266,4980,-776.337,0
7267,4990,-782.655,0
7268,5010,-780.881,0
7269,5013,-773.222,0
7270,5008,-762.631,0
7271,4989,-751.970,0
7272,4960,-743.255,0
7273,4943,-737.318,0
7274,4938,-733.944,0
7275,4945,-732.324,0
7276,4961,-731.596,0
7277,4974,-731.222,0
7278,4974,-731.047,0
7279,4955,-731.092,0
7280,4931,-731.313,0
7281,4908,-731.468,0
7282,4896,-731.158,0
7283,4896,-730.032,0
7284,4911,-728.044,0
7285,4930,-725.556,0
7286,4938,-723.151,0
7287,4942,-721.261,0
7288,4935,-719.807,0
7289,4925,-718.036,0
7290,4933,-714.688,0
7291,4947,-708.431,0
7292,4976,-698.355,0
7293,5005,-684.348,0
7294,5020,-667.184,0
7295,5027,-648.287,0
7296,5025,-629.245,0
7297,5018,-611.234,0
7298,5023,-594.633,0
7299,5035,-579.032,0
7300,5048,-563.629,0
7301,5065,-547.850,0
7302,5080,-531.834,0
7303,5077,-516.447,0
7304,5058,-502.876,0
7305,5025,-492.159,0
7306,5001,-484.893,0
7307,5003,-481.102,0
7308,5023,-480.172,0
7309,5052,-480.889,0
7310,5083,-481.703,0
7311,5104,-481.108,0
7312,5107,-477.940,0
7313,5093,-471.518,0
7314,5081,-461.702,0
7315,5081,-448.874,0
7316,5104,-433.772,0
7317,5147,-417.216,0
7318,5182,-399.845,0
7319,5196,-382.059,0
7320,5195,-364.227,0
7321,5177,-346.909,0
7322,5148,-330.842,0
7323,5140,-316.759,0
7324,5151,-305.140,0
7325,5178,-295.973,0
7326,5210,-288.698,0
7327,5230,-282.420,0
7328,5234,-276.270,0
7329,5223,-269.690,0
7330,5202,-262.498,0
7331,5182,-254.800,0
7332,5185,-246.865,0
7333,5216,-238.963,0
7334,5252,-231.154,0
7335,5282,-223.177,0
7336,5292,-214.622,0
7337,5286,-205.230,0
7338,5264,-195.083,0
7339,5241,-184.587,0
7340,5240,-174.318,0
7341,5259,-164.785,0
7342,5290,-156.190,0
7343,5328,-148.351,0
7344,5349,-140.806,0
7345,5348,-133.014,0
7346,5331,-124.598,0
7347,5305,-115.508,0
7348,5288,-106.057,0
7349,5288,-96.831,0
7350,5310,-88.519,0
7351,5341,-81.677,0
7352,5358,-76.539,0
7353,5349,-73.000,0
7354,5320,-70.842,0
7355,5285,-69.988,0
7356,5265,-70.538,0
7357,5279,-72.510,0
7358,5311,-75.452,0
7359,5354,-78.252,0
7360,5384,-79.388,0
7361,5392,-77.509,0
7362,5376,-72.024,0
7363,5345,-63.376,0
7364,5316,-52.905,0
7365,5304,-42.394,0
7366,5311,-33.520,0
7367,5334,-27.421,0
7368,5369,-24.488,0
7369,5392,-24.326,0
7370,5401,-25.837,0
7371,5394,-27.460,0
7372,5366,-27.562,0
7373,5344,-24.963,0
7374,5340,-19.421,0
7375,5360,-11.736,0
7376,5394,-3.354,0
7377,5421,4.290,0
7378,5434,10.345,0
7379,5422,14.747,0
7380,5401,18.073,0
7381,5389,21.176,0
7382,5395,24.869,0
7383,5414,29.741,0
7384,5443,36.051,0
7385,5463,43.622,0
7386,5467,51.831,0
7387,5443,59.717,0
7388,5405,66.167,0
7389,5376,70.136,0
7390,5371,70.946,0
7391,5391,68.623,0
7392,5423,64.049,0
7393,5456,58.750,0
7394,5463,54.365,0
7395,5459,52.070,0
7396,5428,52.228,0
7397,5394,54.400,0
7398,5375,57.594,0
7399,5379,60.645,0
7400,5401,62.623,0
7401,5430,63.100,0
7402,5446,62.163,0
7403,5445,60.225,0
7404,5433,57.818,0
7405,5407,55.484,0
7406,5392,53.754,0
7407,5403,53.114,0
7408,5432,54.003,0
7409,5468,56.809,0
7410,5492,61.756,0
7411,5496,68.690,0
7412,5483,76.956,0
7413,5450,85.510,0
7414,5417,93.184,0
7415,5409,98.948,0
7416,5423,102.159,0
7417,5455,102.768,0
7418,5485,101.357,0
7419,5503,98.930,0
7420,5504,96.594,0
7421,5487,95.309,0
7422,5464,95.745,0
7423,5457,98.209,0
7424,5480,102.676,0
7425,5521,108.969,0
7426,5561,116.962,0
7427,5574,126.551,0
7428,5565,137.351,0
7429,5533,148.429,0
7430,5482,158.328,0
7431,5449,165.369,0
7432,5440,168.097,0
7433,5445,165.746,0
7434,5468,158.469,0
7435,5485,147.234,0
7436,5487,133.519,0
7437,5484,119.012,0
7438,5461,105.411,0
7439,5443,94.280,0
7440,5440,86.815,0
7441,5456,83.621,0
7442,5489,84.608,0
7443,5529,89.093,0
7444,5554,96.084,0
7445,5561,104.632,0
7446,5547,114.056,0
7447,5524,123.969,0
7448,5515,134.132,0
7449,5529,144.303,0
7450,5586,154.270,0
7451,5624,164.070,0
7452,5657,174.081,0
7453,5663,184.752,0
7454,5654,196.265,0
7455,5628,208.418,0
7456,5615,220.711,0
7457,5622,232.518,0
7458,5645,243.292,0
7459,5681,252.693,0
7460,5709,260.600,0
7461,5735,267.083,0
7462,5747,272.491,0
7463,5748,277.604,0
7464,5756,283.667,0
7465,5790,292.185,0
7466,5835,304.614,0
7467,5892,322.015,0
7468,5928,344.656,0
7469,5940,371.664,0
7470,5934,400.937,0
7471,5905,429.524,0
7472,5879,454.383,0
7473,5863,473.153,0
7474,5851,484.612,0
7475,5835,488.594,0
7476,5815,485.399,0
7477,5784,475.153,0
7478,5740,457.630,0
7479,5686,432.590,0
7480,5632,400.350,0
7481,5599,362.195,0
7482,5579,320.411,0
7483,5584,277.920,0
7484,5583,237.606,0
7485,5562,201.561,0
7486,5515,170.453,0
7487,5449,143.282,0
7488,5385,117.763,0
7489,5332,91.247,0
7490,5311,61.782,0
7491,5320,28.873,0
7492,5351,-6.294,0
7493,5384,-41.166,0
7494,5395,-72.547,0
7495,5387,-97.525,0
7496,5365,-114.253,0
7497,5344,-122.326,0
7498,5335,-122.661,0
7499,5341,-117.107,0
7500,5366,-107.979,0
7501,5392,-97.618,0
7502,5404,-88.013,0
7503,5406,-80.523,0
7504,5377,-75.751,0
7505,5369,-73.563,0
7506,5368,-73.170,0
7507,5385,-73.229,0
7508,5412,-72.147,0
7509,5442,-68.610,0
7510,5463,-62.080,0
7511,5459,-52.972,0
7512,5443,-42.478,0
7513,5405,-32.154,0
7514,5389,-23.472,0
7515,5392,-17.421,0
7516,5406,-14.236,0
7517,5428,-13.432,0
7518,5463,-14.159,0
7519,5509,-15.421,0
7520,5582,-15.826,0
7521,5677,-12.928,0
7522,5790,-2.725,0
7523,5916,20.082,0
7524,6044,60.856,0
7525,6198,123.319,0
7526,6388,208.399,0
7527,6610,314.451,0
7528,6889,438.838,0
7529,7260,580.186,0
7530,7714,740.561,0
7531,8228,926.638,0
7532,8715,1148.799,0
7533,9074,1417.513,0
7534,9192,1737.360,0
7535,8993,2100.275,0
7536,8470,2480.404,0
7537,7657,2833.073,0
7538,6707,3099.393,0
7539,5830,3216.677,0
7540,5168,3133.253,0
7541,4787,2824.102,0
7542,4661,2301.949,0
7543,4702,1619.145,0
7544,4840,858.773,0
7545,5004,117.479,0
7546,5145,-514.717,0
7547,5249,-972.024,0
7548,5318,-1223.739,0
7549,5360,-1276.482,0
7550,5371,-1168.288,0
7551,5364,-956.966,0
7552,5336,-706.088,0
7553,5291,-471.934,0
7554,5238,-294.143,0
7555,5207,-191.550,0
7556,5204,-163.176,0
7557,5221,-193.163,0
7558,5250,-257.870,0
7559,5283,-333.134,0
7560,5298,-399.807,0
7561,5291,-446.524,0
7562,5269,-469.745,0
7563,5242,-471.877,0
7564,5230,-458.614,0
7565,5242,-436.494,0
7566,5268,-411.277,0
7567,5302,-387.244,0
7568,5328,-367.170,0
7569,5336,-352.503,0
7570,5325,-343.471,0
7571,5311,-339.131,0
7572,5301,-337.511,0
7573,5303,-336.029,0
7574,5321,-332.260,0
7575,5348,-324.795,0
7576,5379,-313.750,0
7577,5400,-300.581,0
7578,5415,-287.245,0
7579,5417,-275.110,0
7580,5406,-264.219,0
7581,5400,-253.398,0
7582,5409,-241.124,0
7583,5437,-226.540,0
7584,5476,-209.984,0
7585,5505,-192.792,0
7586,5516,-176.598,0
7587,5501,-162.594,0
7588,5481,-151.111,0
7589,5460,-141.664,0
7590,5467,-133.343,0
7591,5479,-125.324,0
7592,5504,-117.314,0
7593,5527,-109.728,0
7594,5528,-103.480,0
7595,5516,-99.464,0
7596,5495,-98.032,0
7597,5482,-98.683,0
7598,5485,-100.123,0
7599,5526,-100.650,0
7600,5580,-98.619,0
7601,5632,-92.786,0
7602,5658,-82.537,0
7603,5663,-68.021,0
7604,5658,-50.067,0
7605,5634,-29.865,0
7606,5621,-8.673,0
7607,5630,12.241,0
7608,5658,31.564,0
7609,5696,48.067,0
7610,5725,60.861,0
7611,5728,69.675,0
7612,5717,74.968,0
7613,5701,77.842,0
7614,5692,79.828,0
7615,5714,82.568,0
7616,5752,87.468,0
7617,5800,95.418,0
7618,5850,106.639,0
7619,5886,120.787,0
7620,5894,137.297,0
7621,5895,155.724,0
7622,5897,175.868,0
7623,5906,197.698,0
7624,5925,221.061,0
7625,5953,245.291,0
7626,5989,269.005,0
7627,6024,290.414,0
7628,6038,308.074,0
7629,6038,321.607,0
7630,6031,331.902,0
7631,6040,340.735,0
7632,6069,350.096,0
7633,6110,361.557,0
7634,6158,375.847,0
7635,6175,392.692,0
7636,6188,410.930,0
7637,6202,428.956,0
7638,6207,445.534,0
